NR_CRT,SIRUTA,JUDET,UAT,TIP_PROPRIETATE,NUMAR_IMOBILE_TEREN,SUPRAFATA_CADASTRATA_HA,SUPRAFATA_UAT_HA,NR_APARTAMENTE
3041,84237,HARGHITA,Danesti,extravilan,520,804.3579,6336.56,0
3042,84237,HARGHITA,Danesti,intravilan,601,91.98,6336.56,13
3043,84264,HARGHITA,Dealu,extravilan,3405,3779.0888,9495.17,0
3044,84264,HARGHITA,Dealu,intravilan,1133,260.468,9495.17,4
3045,84344,HARGHITA,Ditrau,extravilan,637,2705.466,11368.24,0
3046,84344,HARGHITA,Ditrau,intravilan,2160,914.4438,11368.24,59
3047,84380,HARGHITA,Darjiu,extravilan,1146,833.9379,4206.07,0
3048,84380,HARGHITA,Darjiu,intravilan,545,73.0624,4206.07,2
3049,83197,HARGHITA,Feliceni,extravilan,1137,740.4126,7648.92,0
3050,83197,HARGHITA,Feliceni,intravilan,2036,492.2522,7648.92,15
3051,84415,HARGHITA,Frumoasa,extravilan,3445,3415.2438,8426.59,0
3052,84415,HARGHITA,Frumoasa,intravilan,1096,296.9158,8426.59,2
3053,84460,HARGHITA,Galautas,extravilan,66,141.0996,3042.35,0
3054,84460,HARGHITA,Galautas,intravilan,489,1029.5424,3042.35,292
3055,83561,HARGHITA,Gheorgheni,extravilan,1411,5327.9055,22050.77,0
3056,83561,HARGHITA,Gheorgheni,intravilan,5402,1728.0675,22050.77,2751
3057,84558,HARGHITA,Joseni,extravilan,1319,9802.7175,22320.61,0
3058,84558,HARGHITA,Joseni,intravilan,3831,1576.7792,22320.61,6
3059,84594,HARGHITA,Lazarea,extravilan,525,678.3393,8156.48,0
3060,84594,HARGHITA,Lazarea,intravilan,1677,516.4592,8156.48,15
3061,86479,HARGHITA,Leliceni,extravilan,1272,1328.6384,3629.38,0
3062,86479,HARGHITA,Leliceni,intravilan,1278,246.9179,3629.38,0
3063,84629,HARGHITA,Lueta,extravilan,333,4211.2475,10227.32,0
3064,84629,HARGHITA,Lueta,intravilan,912,354.2388,10227.32,29
3065,84656,HARGHITA,Lunca de Jos,extravilan,493,6225.2426,13878.62,0
3066,84656,HARGHITA,Lunca de Jos,intravilan,679,366.6104,13878.62,10
3067,84754,HARGHITA,Lunca de Sus,extravilan,2010,4340.1413,8261.78,0
3068,84754,HARGHITA,Lunca de Sus,intravilan,574,298.7092,8261.78,3
3069,84825,HARGHITA,Lupeni,extravilan,4515,2929.1231,12534.64,0
3070,84825,HARGHITA,Lupeni,intravilan,1649,294.6871,12534.64,7
3071,86438,HARGHITA,Madaras,extravilan,118,213.5472,6587.63,0
3072,86438,HARGHITA,Madaras,intravilan,502,93.0624,6587.63,2
3073,84923,HARGHITA,Martinis,extravilan,2765,2955.6946,14162.42,0
3074,84923,HARGHITA,Martinis,intravilan,1304,289.5796,14162.42,4
3075,85056,HARGHITA,Meresti,extravilan,762,4281.1644,10849.33,0
3076,85056,HARGHITA,Meresti,intravilan,4029,977.1887,10849.33,4
3077,83320,HARGHITA,Miercurea Ciuc,extravilan,5159,6743.4223,11885,0
3078,83320,HARGHITA,Miercurea Ciuc,intravilan,8878,1368.1225,11885,9473
3079,85074,HARGHITA,Mihaileni,extravilan,945,571.5094,8271.46,0
3080,85074,HARGHITA,Mihaileni,intravilan,1030,275.0665,8271.46,4
3081,85127,HARGHITA,Mugeni,extravilan,123,96.3693,6442.09,0
3082,85127,HARGHITA,Mugeni,intravilan,1236,191.2169,6442.09,15
3083,85243,HARGHITA,Ocland,extravilan,72,2163.8722,6110.04,0
3084,85243,HARGHITA,Ocland,intravilan,377,75.0403,6110.04,0
3085,83133,HARGHITA,Odorheiu Secuiesc,extravilan,1832,2072.03,4711.86,0
3086,83133,HARGHITA,Odorheiu Secuiesc,intravilan,8873,1171.4539,4711.86,6685
3087,83375,HARGHITA,Pauleni-Ciuc,extravilan,1303,2739.851,4724.22,0
3088,83375,HARGHITA,Pauleni-Ciuc,intravilan,1110,162.3576,4724.22,2
3089,85289,HARGHITA,Plaiesii de Jos,extravilan,551,8771.3311,29569.38,0
3090,85289,HARGHITA,Plaiesii de Jos,intravilan,827,257.5722,29569.38,2
3091,86487,HARGHITA,Porumbeni,extravilan,812,534.2099,4188.93,0
3092,86487,HARGHITA,Porumbeni,intravilan,473,103.8912,4188.93,0
3093,85341,HARGHITA,Praid,extravilan,4603,7327.2292,18046.04,0
3094,85341,HARGHITA,Praid,intravilan,2412,386.8264,18046.04,71
3095,86495,HARGHITA,Racu,extravilan,54,531.1563,4653.41,0
3096,86495,HARGHITA,Racu,intravilan,409,58.9065,4653.41,3
3097,85412,HARGHITA,Remetea,extravilan,2919,9547.5766,10772.81,0
3098,85412,HARGHITA,Remetea,intravilan,6468,1827.3745,10772.81,141
3099,85467,HARGHITA,Sacel,extravilan,77,54.4304,7296.05,0
3100,85467,HARGHITA,Sacel,intravilan,311,71.4655,7296.05,2
3101,85528,HARGHITA,Sarmas,extravilan,135,1653.2524,6930.17,0
3102,85528,HARGHITA,Sarmas,intravilan,1239,1772.7356,6930.17,124
3103,86501,HARGHITA,Satu Mare,extravilan,2687,1838.3687,4112.58,0
3104,86501,HARGHITA,Satu Mare,intravilan,3379,1061.7318,4112.58,6
3105,85582,HARGHITA,Secuieni,extravilan,86,199.3008,3982.37,0
3106,85582,HARGHITA,Secuieni,intravilan,577,151.1305,3982.37,4
3107,85626,HARGHITA,Siculeni,extravilan,678,949.1816,4031.19,0
3108,85626,HARGHITA,Siculeni,intravilan,621,99.1598,4031.19,45
3109,85984,HARGHITA,Simonesti,extravilan,390,759.7737,11617.82,0
3110,85984,HARGHITA,Simonesti,intravilan,1216,350.2721,11617.82,2
3111,85877,HARGHITA,Subcetate,extravilan,58,329.4099,5165.93,0
3112,85877,HARGHITA,Subcetate,intravilan,859,780.0444,5165.93,1
3113,85920,HARGHITA,Suseni,extravilan,1842,4865.0145,22294.08,0
3114,85920,HARGHITA,Suseni,intravilan,2015,609.1107,22294.08,14
3115,85680,HARGHITA,Sancraieni,extravilan,4785,4776.1792,5222.67,0
3116,85680,HARGHITA,Sancraieni,intravilan,2519,647.5712,5222.67,34
3117,85760,HARGHITA,Sandominic,extravilan,606,8301.158,15128.95,0
3118,85760,HARGHITA,Sandominic,intravilan,1441,250.2337,15128.95,3
3119,85788,HARGHITA,Sanmartin,extravilan,1793,1508.9917,4860.94,0
3120,85788,HARGHITA,Sanmartin,intravilan,593,186.9645,4860.94,18
3121,85840,HARGHITA,Sansimion,extravilan,281,231.2958,6644.52,0
3122,85840,HARGHITA,Sansimion,intravilan,958,193.8061,6644.52,37
3123,86519,HARGHITA,Santimbru,extravilan,349,604.6115,5501.69,0
3124,86519,HARGHITA,Santimbru,intravilan,802,233.9872,5501.69,8
3125,86453,HARGHITA,Tomesti,extravilan,2556,1999.3908,6777.22,0
3126,86453,HARGHITA,Tomesti,intravilan,669,120.8725,6777.22,4
3127,83632,HARGHITA,Toplita,extravilan,1055,5688.2078,33769.63,0
3128,83632,HARGHITA,Toplita,intravilan,5886,3483.0649,33769.63,2728
3129,86133,HARGHITA,Tulghes,extravilan,1368,13238.9594,24396.36,0
3130,86133,HARGHITA,Tulghes,intravilan,2009,2347.2091,24396.36,78
3131,86188,HARGHITA,Tusnad,extravilan,314,289.3385,7645.67,0
3132,86188,HARGHITA,Tusnad,intravilan,580,114.8016,7645.67,7
3133,86222,HARGHITA,Ulies,extravilan,815,1019.5743,6867.83,0
3134,86222,HARGHITA,Ulies,intravilan,787,169.6614,6867.83,4
3135,86311,HARGHITA,Varsag,extravilan,153,2116.2017,7791.56,0
3136,86311,HARGHITA,Varsag,intravilan,1078,820.1861,7791.56,0
3137,83749,HARGHITA,Vlahita,extravilan,2759,1361.0969,7525.34,0
3138,83749,HARGHITA,Vlahita,intravilan,1808,325.1105,7525.34,363
3139,86339,HARGHITA,Voslabeni,extravilan,319,942.8205,5627.55,0
3140,86339,HARGHITA,Voslabeni,intravilan,1579,476.6808,5627.55,8
3141,86366,HARGHITA,Zetea,extravilan,670,12197.3627,18965.96,0
3142,86366,HARGHITA,Zetea,intravilan,3243,1359.7528,18965.96,8
3143,87219,HUNEDOARA,Aninoasa,extravilan,100,831.5506,3093.72,0
3144,87219,HUNEDOARA,Aninoasa,intravilan,880,318.3321,3093.72,774
3145,88047,HUNEDOARA,Bacia,extravilan,1177,1208.0039,2933.71,0
3146,88047,HUNEDOARA,Bacia,intravilan,827,280.1094,2933.71,58
3147,87745,HUNEDOARA,Baia de Cris,extravilan,3302,918.8705,8931.98,0
3148,87745,HUNEDOARA,Baia de Cris,intravilan,1690,1367.3567,8931.98,31
3149,88092,HUNEDOARA,Baita,extravilan,808,402.7724,11191.78,0
3150,88092,HUNEDOARA,Baita,intravilan,1804,576.5178,11191.78,26
3151,87843,HUNEDOARA,Balsa,extravilan,266,775.6761,15190.03,0
3152,87843,HUNEDOARA,Balsa,intravilan,708,317.0363,15190.03,0
3153,87246,HUNEDOARA,Banita,extravilan,248,1241.2957,8098.26,0
3154,87246,HUNEDOARA,Banita,intravilan,716,625.962,8098.26,0
3155,87996,HUNEDOARA,Baru,extravilan,1521,5542.49,14079.39,0
3156,87996,HUNEDOARA,Baru,intravilan,863,201.0867,14079.39,101
3157,88216,HUNEDOARA,Batrana,extravilan,29,169.2866,4933.67,0
3158,88216,HUNEDOARA,Batrana,intravilan,59,23.7808,4933.67,0
3159,88261,HUNEDOARA,Beriu,extravilan,1691,3128.7592,19705.02,0
3160,88261,HUNEDOARA,Beriu,intravilan,1666,1941.9617,19705.02,19
3161,88350,HUNEDOARA,Blajeni,extravilan,121,228.5479,8590.27,0
3162,88350,HUNEDOARA,Blajeni,intravilan,606,371.9122,8590.27,0
3163,88449,HUNEDOARA,Bosorod,extravilan,754,1371.3099,13220.99,0
3164,88449,HUNEDOARA,Bosorod,intravilan,441,449.8095,13220.99,2
3165,87291,HUNEDOARA,Brad,extravilan,1797,713.6815,7976.25,0
3166,87291,HUNEDOARA,Brad,intravilan,5312,2573.3387,7976.25,4174
3167,88546,HUNEDOARA,Branisca,extravilan,1327,691.7401,7703.69,0
3168,88546,HUNEDOARA,Branisca,intravilan,690,202.7457,7703.69,0
3169,88644,HUNEDOARA,Bretea Romana,extravilan,5120,3598.2409,10020.26,0
3170,88644,HUNEDOARA,Bretea Romana,intravilan,1136,467.5638,10020.26,17
3171,88788,HUNEDOARA,Buces,extravilan,268,737.865,12274.1,0
3172,88788,HUNEDOARA,Buces,intravilan,881,525.6565,12274.1,2
3173,88868,HUNEDOARA,Bucuresci,extravilan,179,126.4481,6937.47,0
3174,88868,HUNEDOARA,Bucuresci,intravilan,2509,661.0841,6937.47,0
3175,88920,HUNEDOARA,Bulzestii de Sus,extravilan,350,361.0856,11044.05,0
3176,88920,HUNEDOARA,Bulzestii de Sus,intravilan,2850,3018.1068,11044.05,0
3177,89026,HUNEDOARA,Bunila,extravilan,90,77.259,6154.09,0
3178,89026,HUNEDOARA,Bunila,intravilan,142,54.4987,6154.09,0
3179,89080,HUNEDOARA,Burjuc,extravilan,506,400.7536,6496.43,0
3180,89080,HUNEDOARA,Burjuc,intravilan,358,133.0545,6496.43,0
3181,87424,HUNEDOARA,Calan,extravilan,2368,2707.1999,10273.23,0
3182,87424,HUNEDOARA,Calan,intravilan,2075,665.1863,10273.23,2312
3183,89151,HUNEDOARA,Cerbal,extravilan,961,338.7651,12845.91,0
3184,89151,HUNEDOARA,Cerbal,intravilan,492,164.1228,12845.91,0
3185,89240,HUNEDOARA,Certeju de Sus,extravilan,1359,2030.1666,8903.02,0
3186,89240,HUNEDOARA,Certeju de Sus,intravilan,1647,870.5467,8903.02,182
3187,87362,HUNEDOARA,Criscior,extravilan,724,389.122,4018.96,0
3188,87362,HUNEDOARA,Criscior,intravilan,1190,271.8644,4018.96,424
3189,86749,HUNEDOARA,Carjiti,extravilan,1159,234.376,4533.92,0
3190,86749,HUNEDOARA,Carjiti,intravilan,1192,217.6222,4533.92,0
3191,89348,HUNEDOARA,Densus,extravilan,1322,1876.2479,13572.72,0
3192,89348,HUNEDOARA,Densus,intravilan,644,252.4136,13572.72,5
3193,86687,HUNEDOARA,Deva,extravilan,3566,1735.2827,5878.04,0
3194,86687,HUNEDOARA,Deva,intravilan,10570,1541.5842,5878.04,24527
3195,89428,HUNEDOARA,Dobra,extravilan,1377,2737.2898,11965.75,0
3196,89428,HUNEDOARA,Dobra,intravilan,1127,283.2826,11965.75,89
3197,91731,HUNEDOARA,General Berthelot,extravilan,2204,1092.1379,3082.62,0
3198,91731,HUNEDOARA,General Berthelot,intravilan,299,103.1253,3082.62,0
3199,89561,HUNEDOARA,Geoagiu,extravilan,3203,2260.6746,15595.44,0
3200,89561,HUNEDOARA,Geoagiu,intravilan,2725,718.0216,15595.44,353
3201,86883,HUNEDOARA,Ghelari,extravilan,8757,4462.6331,4654.93,0
3202,86883,HUNEDOARA,Ghelari,intravilan,2584,1078.4059,4654.93,577
3203,89687,HUNEDOARA,Gurasada,extravilan,2691,1471.9792,9355.68,0
3204,89687,HUNEDOARA,Gurasada,intravilan,659,323.0102,9355.68,0
3205,89801,HUNEDOARA,Harau,extravilan,2225,1352.6902,4936.98,0
3206,89801,HUNEDOARA,Harau,intravilan,975,310.6774,4936.98,3
3207,87576,HUNEDOARA,Hateg,extravilan,3618,3499.0075,6290.57,0
3208,87576,HUNEDOARA,Hateg,intravilan,3203,668.454,6290.57,1990
3209,86810,HUNEDOARA,Hunedoara,extravilan,2602,1292.2114,9783.84,0
3210,86810,HUNEDOARA,Hunedoara,intravilan,7498,1378.0965,9783.84,16778
3211,89856,HUNEDOARA,Ilia,extravilan,1249,1246.6054,9175.51,0
3212,89856,HUNEDOARA,Ilia,intravilan,1404,452.4723,9175.51,126
3213,89954,HUNEDOARA,Lapugiu de Jos,extravilan,1604,2588.5876,10241.71,0
3214,89954,HUNEDOARA,Lapugiu de Jos,intravilan,662,375.2613,10241.71,0
3215,90066,HUNEDOARA,Lelese,extravilan,6676,7585.8263,7598.91,0
3216,90066,HUNEDOARA,Lelese,intravilan,817,304.2989,7598.91,0
3217,90119,HUNEDOARA,Lunca Cernii de Jos,extravilan,252,2082.5152,15130.23,0
3218,90119,HUNEDOARA,Lunca Cernii de Jos,intravilan,201,248.2306,15130.23,0
3219,90208,HUNEDOARA,Luncoiu de Jos,extravilan,161,222.5894,4957.9,0
3220,90208,HUNEDOARA,Luncoiu de Jos,intravilan,845,591.5219,4957.9,3
3221,87059,HUNEDOARA,Lupeni,extravilan,156,1933.2708,7745.29,0
3222,87059,HUNEDOARA,Lupeni,intravilan,2293,562.0451,7745.29,5323
3223,90262,HUNEDOARA,Martinesti,extravilan,1533,1701.4769,6062.59,0
3224,90262,HUNEDOARA,Martinesti,intravilan,530,123.1718,6062.59,0
3225,87638,HUNEDOARA,Orastie,extravilan,1024,1176.2625,3990.96,0
3226,87638,HUNEDOARA,Orastie,intravilan,4475,969.4278,3990.96,5128
3227,90342,HUNEDOARA,Orastioara de Sus,extravilan,589,1485.3053,22726.23,0
3228,90342,HUNEDOARA,Orastioara de Sus,intravilan,1040,459.3616,22726.23,3
3229,90431,HUNEDOARA,Pestisu Mic,extravilan,1275,1043.1023,5049.85,0
3230,90431,HUNEDOARA,Pestisu Mic,intravilan,575,124.0288,5049.85,0
3231,87077,HUNEDOARA,Petrila,extravilan,500,8324.4689,31535.34,0
3232,87077,HUNEDOARA,Petrila,intravilan,3602,1452.6623,31535.34,4409
3233,86990,HUNEDOARA,Petrosani,extravilan,293,4408.5741,21080.78,0
3234,86990,HUNEDOARA,Petrosani,intravilan,4933,1639.4394,21080.78,11259
3235,90538,HUNEDOARA,Pui,extravilan,1669,4853.0853,22467.43,0
3236,90538,HUNEDOARA,Pui,intravilan,1196,429.1805,22467.43,38
3237,90725,HUNEDOARA,Rachitova,extravilan,382,256.2392,6921.63,0
3238,90725,HUNEDOARA,Rachitova,intravilan,314,154.5442,6921.63,2
3239,90663,HUNEDOARA,Rapoltu Mare,extravilan,910,519.2151,8081.11,0
3240,90663,HUNEDOARA,Rapoltu Mare,intravilan,717,138.6122,8081.11,19
3241,90805,HUNEDOARA,Ribita,extravilan,345,211.6377,7391.78,0
3242,90805,HUNEDOARA,Ribita,intravilan,1208,549.5938,7391.78,0
3243,90994,HUNEDOARA,Romos,extravilan,1759,2649.4762,9857.02,0
3244,90994,HUNEDOARA,Romos,intravilan,1001,323.1413,9857.02,5
3245,90878,HUNEDOARA,Rau de Mori,extravilan,2343,20065.7087,38599.41,0
3246,90878,HUNEDOARA,Rau de Mori,intravilan,1549,1481.2432,38599.41,0
3247,91116,HUNEDOARA,Salasu de Sus,extravilan,1300,7555.3825,22207,0
3248,91116,HUNEDOARA,Salasu de Sus,intravilan,906,259.4555,22207,10
3249,91054,HUNEDOARA,Sarmizegetusa,extravilan,788,4012.977,7244.74,0
3250,91054,HUNEDOARA,Sarmizegetusa,intravilan,472,136.3199,7244.74,7
3251,87665,HUNEDOARA,Simeria,extravilan,3498,2262.5869,5066.8,0
3252,87665,HUNEDOARA,Simeria,intravilan,4095,836.3528,5066.8,2269
3253,91330,HUNEDOARA,Soimus,extravilan,1996,1221.6574,7007.72,0
3254,91330,HUNEDOARA,Soimus,intravilan,1671,441.1196,7007.72,12
3255,91232,HUNEDOARA,Santamaria-Orlea,extravilan,1101,1349.5809,6873.56,0
3256,91232,HUNEDOARA,Santamaria-Orlea,intravilan,1036,283.4534,6873.56,38
3257,86936,HUNEDOARA,Teliucu Inferior,extravilan,370,586.2894,3994.23,0
3258,86936,HUNEDOARA,Teliucu Inferior,intravilan,1001,158.1775,3994.23,235
3259,91447,HUNEDOARA,Tomesti,extravilan,129,176.2477,5980.94,0
3260,91447,HUNEDOARA,Tomesti,intravilan,564,436.7637,5980.94,0
3261,91535,HUNEDOARA,Toplita,extravilan,65,66.8967,5511.83,0
3262,91535,HUNEDOARA,Toplita,intravilan,478,111.7521,5511.83,0
3263,91624,HUNEDOARA,Totesti,extravilan,1041,925.7757,2291.68,0
3264,91624,HUNEDOARA,Totesti,intravilan,633,262.5541,2291.68,10
3265,91688,HUNEDOARA,Turdas,extravilan,1982,1367.0721,3263.45,0
3266,91688,HUNEDOARA,Turdas,intravilan,756,307.7324,3263.45,0
3267,87139,HUNEDOARA,Uricani,extravilan,432,12146.3908,24441.67,0
3268,87139,HUNEDOARA,Uricani,intravilan,1759,1121.0791,24441.67,1610
3269,91937,HUNEDOARA,Valisoara,extravilan,58,44.587,3417.11,0
3270,91937,HUNEDOARA,Valisoara,intravilan,585,343.7222,3417.11,0
3271,91795,HUNEDOARA,Vata de Jos,extravilan,1258,952.8799,20209.55,0
3272,91795,HUNEDOARA,Vata de Jos,intravilan,1842,1721.2373,20209.55,71
3273,91982,HUNEDOARA,Vetel,extravilan,2058,908.898,11700.01,0
3274,91982,HUNEDOARA,Vetel,intravilan,1620,485.2267,11700.01,51
3275,92097,HUNEDOARA,Vorta,extravilan,161,1387.7713,10182.59,0
3276,92097,HUNEDOARA,Vorta,intravilan,236,96.9316,10182.59,0
3277,87175,HUNEDOARA,Vulcan,extravilan,197,3771.3362,8675.57,0
3278,87175,HUNEDOARA,Vulcan,intravilan,2030,735.8202,8675.57,5569
3279,92177,HUNEDOARA,Zam,extravilan,614,1264.5653,16342.4,0
3280,92177,HUNEDOARA,Zam,intravilan,524,634.9383,16342.4,11
3281,100754,IALOMITA,Adincata,extravilan,1697,1442.9577,4692.64,0
3282,100754,IALOMITA,Adincata,intravilan,430,128.1858,4692.64,4
3283,92783,IALOMITA,Albesti,extravilan,1013,1780.722,5901.44,0
3284,92783,IALOMITA,Albesti,intravilan,222,76.2076,5901.44,0
3285,100852,IALOMITA,Alexeni,extravilan,1059,1714.3256,4359.56,0
3286,100852,IALOMITA,Alexeni,intravilan,346,67.3179,4359.56,18
3287,92836,IALOMITA,Amara,extravilan,5215,4668.5633,6929.63,0
3288,92836,IALOMITA,Amara,intravilan,1974,290.2826,6929.63,111
3289,92872,IALOMITA,Andrasesti,extravilan,838,1138.5824,4592.94,0
3290,92872,IALOMITA,Andrasesti,intravilan,400,83.605,4592.94,0
3291,100870,IALOMITA,Armasesti,extravilan,3221,3571.6793,4741.16,0
3292,100870,IALOMITA,Armasesti,intravilan,464,135.33,4741.16,0
3293,100923,IALOMITA,Axintele,extravilan,1207,3273.7628,12189.2,0
3294,100923,IALOMITA,Axintele,intravilan,651,250.4922,12189.2,2
3295,92907,IALOMITA,Balaciu,extravilan,1972,4280.8481,8926.27,0
3296,92907,IALOMITA,Balaciu,intravilan,302,114.6342,8926.27,0
3297,180064,IALOMITA,Barbulesti,extravilan,499,470.0661,1461.07,0
3298,180064,IALOMITA,Barbulesti,intravilan,112,104.9018,1461.07,0
3299,101056,IALOMITA,Barcanesti,extravilan,5412,5803.9607,11214.15,0
3300,101056,IALOMITA,Barcanesti,intravilan,527,193.1395,11214.15,4
3301,179784,IALOMITA,Boranesti,extravilan,3851,3148.3481,3399.13,0
3302,179784,IALOMITA,Boranesti,intravilan,229,61.971,3399.13,0
3303,92989,IALOMITA,Bordusani,extravilan,4395,17178.769,22353.29,0
3304,92989,IALOMITA,Bordusani,intravilan,571,116.6723,22353.29,7
3305,93021,IALOMITA,Bucu,extravilan,3272,4185.2379,4261.75,0
3306,93021,IALOMITA,Bucu,intravilan,589,101.7264,4261.75,1
3307,179793,IALOMITA,Buesti,extravilan,690,865.0309,2606.21,0
3308,179793,IALOMITA,Buesti,intravilan,182,34.524,2606.21,0
3309,93067,IALOMITA,Cazanesti,extravilan,1254,2193.5664,5424.59,0
3310,93067,IALOMITA,Cazanesti,intravilan,546,300.8984,5424.59,36
3311,93101,IALOMITA,Ciochina,extravilan,3301,4323.2809,9523.49,0
3312,93101,IALOMITA,Ciochina,intravilan,541,150.3309,9523.49,2
3313,100709,IALOMITA,Ciocirlia,extravilan,376,409.3964,1550.5,0
3314,100709,IALOMITA,Ciocirlia,intravilan,313,67.1366,1550.5,2
3315,93156,IALOMITA,Ciulnita,extravilan,1911,3222.1534,6867.66,0
3316,93156,IALOMITA,Ciulnita,intravilan,723,231.8612,6867.66,0
3317,93209,IALOMITA,Cocora,extravilan,1607,2218.4785,5150.43,0
3318,93209,IALOMITA,Cocora,intravilan,292,82.0955,5150.43,15
3319,179971,IALOMITA,Colelia,extravilan,817,1445.0248,3776.79,0
3320,179971,IALOMITA,Colelia,intravilan,111,41.7068,3776.79,0
3321,102240,IALOMITA,Cosereni,extravilan,602,507.2014,4433.49,0
3322,102240,IALOMITA,Cosereni,intravilan,910,153.1579,4433.49,0
3323,93236,IALOMITA,Cosimbesti,extravilan,1423,3325.7461,4864.32,0
3324,93236,IALOMITA,Cosimbesti,intravilan,445,93.5903,4864.32,4
3325,102641,IALOMITA,Dragoesti,extravilan,1075,1639.465,4736.79,0
3326,102641,IALOMITA,Dragoesti,intravilan,665,139.7573,4736.79,2
3327,102703,IALOMITA,Dridu,extravilan,3236,3142.6765,5672.52,0
3328,102703,IALOMITA,Dridu,intravilan,819,169.4698,5672.52,6
3329,93575,IALOMITA,Facaeni,extravilan,2098,4134.0014,23860.12,0
3330,93575,IALOMITA,Facaeni,intravilan,656,158.9929,23860.12,16
3331,92701,IALOMITA,Fetesti,extravilan,3176,5104.5594,10277.78,0
3332,92701,IALOMITA,Fetesti,intravilan,3764,584.8985,10277.78,1940
3333,102749,IALOMITA,Fierbinti-Tirg,extravilan,3832,3509.1422,5765.3,0
3334,102749,IALOMITA,Fierbinti-Tirg,intravilan,1240,259.887,5765.3,4
3335,93600,IALOMITA,Gheorghe Doja,extravilan,3824,4699.0311,7222,0
3336,93600,IALOMITA,Gheorghe Doja,intravilan,643,143.5502,7222,0
3337,93628,IALOMITA,Gheorghe Lazar,extravilan,2281,3343.6863,5063.15,0
3338,93628,IALOMITA,Gheorghe Lazar,intravilan,378,84.438,5063.15,0
3339,103283,IALOMITA,Girbovi,extravilan,1208,2696.107,7830.25,0
3340,103283,IALOMITA,Girbovi,intravilan,641,193.6179,7830.25,0
3341,93646,IALOMITA,Giurgeni,extravilan,2158,5080.8912,12494.91,0
3342,93646,IALOMITA,Giurgeni,intravilan,255,2516.3206,12494.91,4
3343,93717,IALOMITA,Grindu,extravilan,1652,2294.1002,5333.43,0
3344,93717,IALOMITA,Grindu,intravilan,328,88.44,5333.43,0
3345,93735,IALOMITA,Grivita,extravilan,3885,5518.5521,8196.2,0
3346,93735,IALOMITA,Grivita,intravilan,481,126.2636,8196.2,11
3347,180046,IALOMITA,Gura Ialomitei,extravilan,555,3419.6605,6804.41,0
3348,180046,IALOMITA,Gura Ialomitei,intravilan,271,109.9867,6804.41,0
3349,103862,IALOMITA,Ion Roata,extravilan,1968,1645.1288,4381.69,0
3350,103862,IALOMITA,Ion Roata,intravilan,387,68.7138,4381.69,2
3351,103960,IALOMITA,Jilavele,extravilan,3403,3750.5726,5236.14,0
3352,103960,IALOMITA,Jilavele,intravilan,490,146.9645,5236.14,2
3353,179800,IALOMITA,Maia,extravilan,2445,1319.3507,2570.53,0
3354,179800,IALOMITA,Maia,intravilan,235,44.9006,2570.53,0
3355,100736,IALOMITA,Manasia,extravilan,770,854.2745,3359.24,0
3356,100736,IALOMITA,Manasia,intravilan,935,139.3009,3359.24,4
3357,179980,IALOMITA,Marculesti,extravilan,864,2286.7637,4327.73,0
3358,179980,IALOMITA,Marculesti,intravilan,278,73.7538,4327.73,0
3359,93995,IALOMITA,Mihail Kogalniceanu,extravilan,2134,2789.6958,8837.8,0
3360,93995,IALOMITA,Mihail Kogalniceanu,intravilan,632,123.3315,8837.8,0
3361,94045,IALOMITA,Milosesti,extravilan,2966,2920.4539,5105.57,0
3362,94045,IALOMITA,Milosesti,intravilan,413,167.1432,5105.57,0
3363,179999,IALOMITA,Moldoveni,extravilan,2642,2268.5412,2575.33,0
3364,179999,IALOMITA,Moldoveni,intravilan,237,53.5563,2575.33,0
3365,94081,IALOMITA,Movila,extravilan,1216,3825.3452,8185.46,0
3366,94081,IALOMITA,Movila,intravilan,234,80.2858,8185.46,34
3367,104270,IALOMITA,Movilita,extravilan,2087,1901.7277,3788.61,0
3368,104270,IALOMITA,Movilita,intravilan,838,205.2639,3788.61,0
3369,94107,IALOMITA,Munteni-Buzau,extravilan,2703,2388.5705,5396.82,0
3370,94107,IALOMITA,Munteni-Buzau,intravilan,425,80.2398,5396.82,0
3371,179819,IALOMITA,Ograda,extravilan,2469,5237.0979,6246.22,0
3372,179819,IALOMITA,Ograda,intravilan,507,176.2705,6246.22,0
3373,94161,IALOMITA,Perieti,extravilan,3356,4796.7173,8007.74,0
3374,94161,IALOMITA,Perieti,intravilan,1102,246.9957,8007.74,0
3375,180000,IALOMITA,Platonesti,extravilan,1843,1927.4044,4194.15,0
3376,180000,IALOMITA,Platonesti,intravilan,520,131.6364,4194.15,0
3377,101243,IALOMITA,Radulesti,extravilan,2116,1265.7577,2247.99,0
3378,101243,IALOMITA,Radulesti,intravilan,297,78.0412,2247.99,3
3379,94269,IALOMITA,Reviga,extravilan,2521,3519.893,8784.37,0
3380,94269,IALOMITA,Reviga,intravilan,435,145.0515,8784.37,0
3381,179828,IALOMITA,Rosiori,extravilan,1327,725.5185,2250.79,0
3382,179828,IALOMITA,Rosiori,intravilan,358,61.7084,2250.79,1
3383,94330,IALOMITA,Salcioara,extravilan,2323,2500.9989,5896.45,0
3384,94330,IALOMITA,Salcioara,intravilan,309,57.8217,5896.45,2
3385,180019,IALOMITA,Sarateni,extravilan,2314,2395.3247,3130.14,0
3386,180019,IALOMITA,Sarateni,intravilan,127,39.4677,3130.14,2
3387,94376,IALOMITA,Saveni,extravilan,3885,5712.9647,9363.64,0
